1000684 ANTONIA TYLER 5 24010.400391 4019
1001423 MARY LAMBERT 3 16733.300781 4019
1000654 SHAD EWING 4 28980.400391 4019
1000272 HENRY GOODMAN 4 15377.000000 4019
1002772 LUTHER JORDAN 6 4650.299805 4018
1001686 DAMON CALDERON 4 25874.400391 4018
1001566 DARNELL FORD 2 22768.000000 4018
1000113 DON BAUER 2 7017.299805 4018
1000253 ENRIQUE AGUIRRE 3 28935.500000 4018
1000367 LIONEL DELANEY 7 12285.700195 4017
1002517 JAMEY GILLIAM 3 9693.599609 4017
1002085 RICHARD SINGLETON 4 10488.799805 4017
1001788 CORNELIUS HENSLEY 5 26288.199219 4017
1002831 TRACY MARSHALL 3 21042.800781 4017
1001821 ERNESTO BENTON 7 4949.600098 4017
1002863 CHET LARA 2 14375.500000 4017
1001709 BRYON KIRKLAND 6 17906.300781 4017
1000266 CHAUNCEY DANIELS 5 7022.100098 4017
1002654 TIMMY OSBORNE 4 26435.900391 4016
1000769 CHASE LAWSON 3 27075.500000 4015
1002854 FABIAN ARMSTRONG 3 19769.699219 4015
1001442 ARNULFO HOGAN 2 27032.300781 4015
1001216 MONROE NICHOLSON 5 21693.500000 4014
1000291 LESLEY CARDENAS 4 14801.599609 4014
1002104 OCTAVIO TERRELL 6 9698.599609 4014
1001601 JAIME GOODMAN 4 19337.300781 4014
1002901 CRUZ ROJAS 4 23123.599609 4013
1001314 GARY GRIFFIN 1 22089.500000 4013
1000392 BRYON GROSS 4 26595.400391 4013
1000805 BARRETT ALLISON 7 5931.899902 4013
1001366 DEMETRIUS PATE 4 18896.900391 4012
1000083 DEON KLINE 2 16317.799805 4012
1001830 CLINTON PETERSEN 2 22388.699219 4011
1000048 TERRANCE PRINCE 6 15108.599609 4011
1001807 PRINCE REYNOLDS 1 17864.000000 4011
1000063 DEAN WIGGINS 0 7820.399902 4011
1002349 BURL REED 7 18295.099609 4010
1001910 ELTON PITTMAN 4 27427.599609 4009
1000938 LEWIS ALFORD 3 4532.899902 4009
1000309 MICHEL ROSS 6 17271.199219 4008
1000618 DAMION ZIMMERMAN 2 10129.599609 4008
1002775 IRA CRAFT 2 10922.299805 4007
1001882 OTIS BENNETT 2 23696.199219 4007
1000444 EMILE BEASLEY 7 25478.199219 4006
1000343 ARNOLD RICE 0 27332.300781 4006
1000731 EMMANUEL NEWTON 5 24663.599609 4006
1000288 MATTHEW KENT 3 14589.099609 4006
1000393 TEDDY KEMP 4 18817.500000 4006
1000939 GARLAND FOX 0 18486.199219 4006
1000375 WENDELL VASQUEZ 2 5302.899902 4005
1000136 LOUIS SNOW 1 5544.500000 4005
1000273 MICHEL ATKINSON 2 20284.900391 4004
1002781 CLAUDIO AUSTIN 3 20514.599609 4004
1000956 EUGENE HERRING 5 7760.399902 4004
1001247 DIRK FIGUEROA 3 15823.000000 4004
1002180 LOUIS DENNIS 4 21889.099609 4004
1000637 ANTONIA RIDDLE 2 20162.400391 4002
1001346 LINWOOD VALENTINE 4 23378.199219 4002
1002533 PHIL GARCIA 0 22031.300781 4002
1001455 EMMITT JONES 0 19336.000000 4002
1002808 CLARK WEEKS 0 6998.200195 4002
1000004 HOMER VELEZ 5 18872.900391 4001
1001005 JULIUS MCCLAIN 0 20282.900391 4001
1002019 KAREEM LEVINE 4 27991.400391 4001
1000068 JAY MADDOX 3 22263.000000 4001
1002212 ZACHERY BAKER 2 27373.900391 4001
1000144 ELMO DAVIDSON 5 13225.200195 4000
1000926 JONATHON GALLAGHER 0 14007.299805 4000
1001980 MERLIN BREWER 4 9095.099609 4000
1000881 ANDY BRADFORD 3 14971.400391 4000
1001588 CORY GEORGE 6 21528.800781 4000
1000402 DOMENIC HARPER 2 8214.000000 4000
1002322 HIRAM ROLLINS 1 20325.500000 3999
1002818 RUBEN MORRISON 4 20253.199219 3999
1001757 AHMED BRYAN 1 18185.300781 3999
1000978 MAXIMO DURHAM 6 20915.099609 3998
1000324 CLIFFORD FREDERICK 1 10269.700195 3997
1001692 JOHNNY FRY 6 9109.500000 3997
1000517 BRANT MYERS 0 13562.000000 3997
1000999 MASON LEON 4 25176.000000 3997
1002216 PETE TALLEY 6 18692.500000 3997
1000026 BARRETT DIAZ 4 5771.700195 3996
1001221 MYRON PAUL 2 27784.000000 3996
1002389 ROCCO CAMPBELL 4 14697.500000 3996
1000872 RUDOLPH QUINN 1 17593.000000 3995
1000012 REINALDO ROLLINS 0 19836.000000 3995
1000157 VANCE HOBBS 7 9567.099609 3994
1001300 ALVA HOLDER 2 12010.200195 3994
1000047 JAMEL MYERS 1 22339.000000 3993
1000171 JOSUE MARSHALL 5 14149.500000 3993
1001971 CARMINE STANTON 0 19615.900391 3993
1001766 BENNIE HAYS 4 21446.599609 3993
1001527 PORTER BARTLETT 7 5660.299805 3993
1002317 CLETUS GARRISON 1 23480.800781 3993
1002738 VERNON YATES 2 9908.900391 3993
1001785 WOODROW THOMAS 5 23759.400391 3993
1001861 MERLE TURNER 5 10774.000000 3992
1002453 SALVATORE DALE 1 17710.400391 3992
1001896 RANDOLPH HOOPER 1 4981.399902 3991
1002828 DIRK BLANKENSHIP 2 22459.300781 3990
